2024-02-14T17:20:29.2,0000021286,1707931227
2024-02-14T17:20:39.2,0000031287,1707931237
2024-02-14T17:20:49.2,0000041288,1707931247
2024-02-14T17:20:59.2,0000051289,1707931257
2024-02-14T17:21:09.2,0000061290,1707931267
2024-02-14T17:21:19.2,0000071291,1707931277
2024-02-14T17:21:29.2,0000081292,1707931287
2024-02-14T17:21:39.2,0000091293,1707931297
2024-02-14T17:21:49.2,0000101294,1707931307
2024-02-14T17:21:59.2,0000111295,1707931317
2024-02-14T17:22:09.2,0000121296,1707931327
2024-02-14T17:22:19.4,0000131297,1707931337
2024-02-14T17:22:29.2,0000141298,1707931347
2024-02-14T17:22:39.2,0000151299,1707931357
2024-02-14T17:22:49.2,0000161300,1707931367
2024-02-14T17:22:59.2,0000171301,1707931377
2024-02-14T17:23:09.2,0000181302,1707931387
2024-02-14T17:23:19.2,0000191303,1707931397
2024-02-14T17:23:29.2,0000201304,1707931407
2024-02-14T17:23:39.2,0000211305,1707931417
2024-02-14T17:23:49.2,0000221306,1707931427
2024-02-14T17:23:59.2,0000231307,1707931437
2024-02-14T17:24:09.2,0000241308,1707931447
2024-02-14T17:24:19.2,0000251309,1707931457
2024-02-14T17:24:29.2,0000261310,1707931467
2024-02-14T17:24:39.2,0000271311,1707931477
2024-02-14T17:24:49.2,0000281312,1707931487
2024-02-14T17:24:59.2,0000291313,1707931497
2024-02-14T17:25:09.2,0000301314,1707931507
2024-02-14T17:25:19.2,0000311315,1707931517
2024-02-14T17:25:29.2,0000321316,1707931527
2024-02-14T17:25:39.2,0000331317,1707931537
2024-02-14T17:25:49.2,0000341318,1707931547
2024-02-14T17:25:59.2,0000351319,1707931557
2024-02-14T17:26:09.2,0000361320,1707931567
2024-02-14T17:26:19.2,0000371321,1707931577
2024-02-14T17:26:29.2,0000381322,1707931587
2024-02-14T17:26:39.2,0000391323,1707931597
2024-02-14T17:26:49.2,0000401324,1707931607
2024-02-14T17:26:59.2,0000411325,1707931617
2024-02-14T17:27:09.2,0000421326,1707931627
2024-02-14T17:27:19.2,0000431327,1707931637
2024-02-14T17:27:29.2,0000441328,1707931647
2024-02-14T17:27:39.2,0000451329,1707931657
2024-02-14T17:27:49.2,0000461330,1707931667
2024-02-14T17:27:59.2,0000471331,1707931677
2024-02-14T17:28:09.2,0000481332,1707931687
2024-02-14T17:28:19.2,0000491333,1707931697
2024-02-14T17:28:29.2,0000501334,1707931707
2024-02-14T17:28:39.2,0000511335,1707931717
2024-02-14T17:28:49.2,0000521336,1707931727
2024-02-14T17:28:59.2,0000531337,1707931737
2024-02-14T17:29:09.2,0000541338,1707931747
2024-02-14T17:29:19.2,0000551339,1707931757
2024-02-14T17:29:29.2,0000561340,1707931767
2024-02-14T17:29:39.2,0000571341,1707931777
2024-02-14T17:29:49.2,0000581342,1707931787
2024-02-14T17:29:59.2,0000591343,1707931797
2024-02-14T17:30:09.2,0000601344,1707931807
2024-02-14T17:30:19.2,0000611345,1707931817
2024-02-14T17:30:29.2,0000621346,1707931827
2024-02-14T17:30:39.2,0000631347,1707931837
2024-02-14T17:30:49.2,0000641348,1707931847
2024-02-14T17:30:59.2,0000651349,1707931857
2024-02-14T17:31:09.2,0000661350,1707931867
2024-02-14T17:31:19.2,0000671351,1707931877
2024-02-14T17:31:29.2,0000681352,1707931887
2024-02-14T17:31:39.2,0000691353,1707931897
2024-02-14T17:31:49.2,0000701354,1707931907
2024-02-14T17:31:59.2,0000711355,1707931917
2024-02-14T17:32:09.2,0000721356,1707931927
2024-02-14T17:32:19.2,0000731357,1707931937
2024-02-14T17:32:29.3,0000741358,1707931947
2024-02-14T17:32:39.3,0000751359,1707931957
2024-02-14T17:32:49.2,0000761360,1707931967
2024-02-14T17:32:59.2,0000771361,1707931977
2024-02-14T17:33:09.2,0000781362,1707931987
2024-02-14T17:33:19.3,0000791363,1707931997
2024-02-14T17:33:29.3,0000801364,1707932007
2024-02-14T17:33:39.3,0000811365,1707932017
2024-02-14T17:33:49.3,0000821366,1707932027
2024-02-14T17:33:59.3,0000831367,1707932037
2024-02-14T17:34:09.3,0000841368,1707932047
2024-02-14T17:34:19.3,0000851369,1707932057
2024-02-14T17:34:29.3,0000861370,1707932067
2024-02-14T17:34:39.3,0000871371,1707932077
2024-02-14T17:34:49.3,0000881372,1707932087
2024-02-14T17:34:59.3,0000891373,1707932097
2024-02-14T17:35:09.3,0000901374,1707932107
2024-02-14T17:35:19.3,0000911375,1707932117
2024-02-14T17:35:29.3,0000921376,1707932127
2024-02-14T17:35:39.3,0000931377,1707932137
2024-02-14T17:35:49.3,0000941378,1707932147
2024-02-14T17:35:59.3,0000951379,1707932157
2024-02-14T17:36:09.3,0000961380,1707932167
2024-02-14T17:36:19.3,0000971381,1707932177
2024-02-14T17:36:29.3,0000981382,1707932187
2024-02-14T17:36:39.3,0000991383,1707932197
2024-02-14T17:36:49.3,0001001384,1707932207
2024-02-14T17:36:59.3,0001011385,1707932217
2024-02-14T17:37:09.3,0001021386,1707932227
2024-02-14T17:37:19.3,0001031387,1707932237
2024-02-14T17:37:29.3,0001041388,1707932247
2024-02-14T17:37:39.3,0001051389,1707932257
2024-02-14T17:37:49.3,0001061390,1707932267
2024-02-14T17:37:59.3,0001071391,1707932277
2024-02-14T17:38:09.3,0001081392,1707932287
2024-02-14T17:38:19.3,0001091393,1707932297
2024-02-14T17:38:29.3,0001101394,1707932307
2024-02-14T17:38:39.3,0001111395,1707932317
2024-02-14T17:38:49.3,0001121396,1707932327
2024-02-14T17:38:59.3,0001131397,1707932337
2024-02-14T17:39:09.3,0001141398,1707932347
2024-02-14T17:39:19.3,0001151399,1707932357
2024-02-14T17:39:29.3,0001161400,1707932367
2024-02-14T17:39:39.3,0001171401,1707932377
2024-02-14T17:39:49.3,0001181402,1707932387
2024-02-14T17:39:59.3,0001191403,1707932397
2024-02-14T17:40:09.3,0001201404,1707932407
2024-02-14T17:40:19.3,0001211405,1707932417
2024-02-14T17:40:29.3,0001221406,1707932427
2024-02-14T17:40:39.3,0001231407,1707932437
2024-02-14T17:40:49.3,0001241409,1707932447
2024-02-14T17:40:59.3,0001251410,1707932457
2024-02-14T17:41:09.3,0001261410,1707932467
2024-02-14T17:41:19.3,0001271411,1707932477
2024-02-14T17:41:29.3,0001281412,1707932487
2024-02-14T17:41:39.3,0001291413,1707932497
2024-02-14T17:41:49.3,0001301414,1707932507
2024-02-14T17:41:59.3,0001311415,1707932517
2024-02-14T17:42:09.3,0001321416,1707932527
2024-02-14T17:42:19.3,0001331417,1707932537
2024-02-14T17:42:29.3,0001341418,1707932547
2024-02-14T17:42:39.3,0001351419,1707932557
2024-02-14T17:42:49.3,0001361420,1707932567
2024-02-14T17:42:59.3,0001371421,1707932577
2024-02-14T17:43:09.3,0001381422,1707932587
2024-02-14T17:43:19.3,0001391423,1707932597
2024-02-14T17:43:29.3,0001401424,1707932607
2024-02-14T17:43:39.3,0001411425,1707932617
2024-02-14T17:43:49.3,0001421426,1707932627
2024-02-14T17:43:59.3,0001431427,1707932637
2024-02-14T17:44:09.3,0001441428,1707932647
2024-02-14T17:44:19.3,0001451429,1707932657
2024-02-14T17:44:29.3,0001461430,1707932667
2024-02-14T17:44:39.3,0001471431,1707932677
2024-02-14T17:44:49.3,0001481432,1707932687
2024-02-14T17:44:59.3,0001491433,1707932697
2024-02-14T17:45:09.3,0001501434,1707932707
2024-02-14T17:45:19.3,0001511435,1707932717
2024-02-14T17:45:29.3,0001521436,1707932727
2024-02-14T17:45:39.3,0001531437,1707932737
2024-02-14T17:45:49.3,0001541438,1707932747
2024-02-14T17:45:59.3,0001551439,1707932757
2024-02-14T17:46:09.3,0001561441,1707932767
2024-02-14T17:46:19.3,0001571442,1707932777
2024-02-14T17:46:29.3,0001581443,1707932787
2024-02-14T17:46:39.3,0001591444,1707932797
2024-02-14T17:46:49.3,0001601445,1707932807
2024-02-14T17:46:59.3,0001611446,1707932817
2024-02-14T17:47:09.3,0001621447,1707932827
2024-02-14T17:47:19.3,0001631448,1707932837
2024-02-14T17:47:29.3,0001641449,1707932847
2024-02-14T17:47:39.3,0001651450,1707932857
2024-02-14T17:47:49.3,0001661451,1707932867
2024-02-14T17:47:59.3,0001671452,1707932877
2024-02-14T17:48:09.3,0001681453,1707932887
2024-02-14T17:48:19.3,0001691454,1707932897
2024-02-14T17:48:29.3,0001701455,1707932907
2024-02-14T17:48:39.3,0001711456,1707932917
2024-02-14T17:48:49.4,0001721457,1707932927
2024-02-14T17:48:59.4,0001731458,1707932937
2024-02-14T17:49:09.3,0001741459,1707932947
2024-02-14T17:49:19.4,0001751460,1707932957
2024-02-14T17:49:29.3,0001761461,1707932967
2024-02-14T17:49:39.4,0001771462,1707932977
2024-02-14T17:49:49.4,0001781463,1707932987
2024-02-14T17:49:59.4,0001791464,1707932997
2024-02-14T17:50:09.4,0001801465,1707933007
2024-02-14T17:50:19.4,0001811466,1707933017
2024-02-14T17:50:29.4,0001821467,1707933027
2024-02-14T17:50:39.4,0001831468,1707933037
2024-02-14T17:50:49.4,0001841469,1707933047
2024-02-14T17:50:59.4,0001851470,1707933057
2024-02-14T17:51:09.4,0001861471,1707933067
2024-02-14T17:51:19.4,0001871472,1707933077
2024-02-14T17:51:29.4,0001881473,1707933087
2024-02-14T17:51:39.4,0001891474,1707933097
2024-02-14T17:51:49.4,0001901475,1707933107
2024-02-14T17:51:59.4,0001911476,1707933117
2024-02-14T17:52:09.4,0001921477,1707933127
2024-02-14T17:52:19.4,0001931478,1707933137
2024-02-14T17:52:29.4,0001941479,1707933147
2024-02-14T17:52:39.4,0001951480,1707933157
2024-02-14T17:52:49.4,0001961481,1707933167
2024-02-14T17:52:59.4,0001971482,1707933177
2024-02-14T17:53:09.4,0001981483,1707933187
2024-02-14T17:53:19.4,0001991484,1707933197
2024-02-14T17:53:29.4,0002001485,1707933207
2024-02-14T17:53:39.4,0002011486,1707933217
2024-02-14T17:53:49.4,0002021487,1707933227
2024-02-14T17:53:59.4,0002031488,1707933237
2024-02-14T17:54:09.4,0002041489,1707933247
2024-02-14T17:54:19.4,0002051490,1707933257
2024-02-14T17:54:29.4,0002061491,1707933267
2024-02-14T17:54:39.4,0002071492,1707933277
2024-02-14T17:54:49.4,0002081493,1707933287
2024-02-14T17:54:59.4,0002091494,1707933297
2024-02-14T17:55:09.4,0002101495,1707933307
2024-02-14T17:55:19.4,0002111496,1707933317
2024-02-14T17:55:29.4,0002121497,1707933327
2024-02-14T17:55:39.4,0002131498,1707933337
2024-02-14T17:55:49.4,0002141499,1707933347
2024-02-14T17:55:59.4,0002151500,1707933357
2024-02-14T17:56:09.4,0002161501,1707933367
2024-02-14T17:56:19.4,0002171502,1707933377
2024-02-14T17:56:29.4,0002181503,1707933387
2024-02-14T17:56:39.4,0002191504,1707933397
